comment,original,translation
ch03.xml:1626,"See also <xref linkend=""releases-and-daily-development""/><phrase output=""printed""> in <xref linkend=""development-cycle""/></phrase>.",
ch03.xml:1635,Authorization,
ch03.xml:1637,"Most version control systems offer a feature whereby certain people can be allowed or disallowed from committing in specific sub-areas of the repository. Following the principle that when handed a hammer, people start looking around for nails, many projects use this feature with abandon, carefully granting people access to just those areas where they have been approved to commit, and making sure they can't commit anywhere else. (See <xref linkend=""committers""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase> for how projects decide who can commit where.)",
ch03.xml:1648,"There is probably little harm done by exercising such tight control, but a more relaxed policy is fine too. Some projects simply use an honor system: when a person is granted commit access, even for a sub-area of the repository, what they actually receive is a password that allows them to commit anywhere in the project. They're just asked to keep their commits in their area. Remember that there is no real risk here: in an active project, all commits are reviewed anyway. If someone commits where they're not supposed to, others will notice it and say something. If a change needs to be undone, that's simple enough&mdash;everything's under version control anyway, so just revert.",
ch03.xml:1660,"There are several advantages to the relaxed approach. First, as developers expand into other areas (which they usually will if they stay with the project), there is no administrative overhead to granting them wider privileges. Once the decision is made, the person can just start committing in the new area right away.",
ch03.xml:1666,"Second, expansion can be done in a more fine-grained manner. Generally, a committer in area X who wants to expand to area Y will start posting patches against Y and asking for review. If someone who already has commit access to area Y sees such a patch and approves of it, they can just tell the submitter to commit the change directly (mentioning the reviewer/approver's name in the log message, of course). That way, the commit will come from the person who actually wrote the change, which is preferable from both an information management standpoint and from a crediting standpoint.",
ch03.xml:1676,"Last, and perhaps most important, using the honor system encourages an atmosphere of trust and mutual respect. Giving someone commit access to a subdomain is a statement about their technical preparedness&mdash;it says: ""We see you have expertise to make commits in a certain domain, so go for it."" But imposing strict authorization controls says: ""Not only are we asserting a limit on your expertise, we're also a bit suspicious about your <emphasis>intentions</emphasis>."" That's not the sort of statement you want to make if you can avoid it. Bringing someone into the project as a committer is an opportunity to initiate them into a circle of mutual trust. A good way to do that is to give them more power than they're supposed to use, then inform them that it's up to them to stay within the stated limits.",
ch03.xml:1690,"The Subversion project has operated on the honor system way for more than four years, with 33 full and 43 partial committers as of this writing. The only distinction the system actually enforces is between committers and non-committers; further subdivisions are maintained solely by humans. Yet we've never had a problem with someone deliberately committing outside their domain. Once or twice there's been an innocent misunderstanding about the extent of someone's commit privileges, but it's always been resolved quickly and amiably.",
ch03.xml:1700,"Obviously, in situations where self-policing is impractical, you must rely on hard authorization controls. But such situations are rare. Even when there are millions of lines of code and hundreds or thousands of developers, a commit to any given code module should still be reviewed by those who work on that module, and they can recognize if someone committed there who wasn't supposed to. If regular commit review <emphasis>isn't</emphasis> happening, then the project has bigger problems to deal with than the authorization system anyway.",
ch03.xml:1710,"In summary, don't spend too much time fiddling with the version control authorization system, unless you have a specific reason to. It usually won't bring much tangible benefit, and there are advantages to relying on human controls instead.",
ch03.xml:1715,"None of this should be taken to mean that the restrictions themselves are unimportant, of course. It would be bad for a project to encourage people to commit in areas where they're not qualified. Furthermore, in many projects, full (unrestricted) commit access has a special status: it implies voting rights on project-wide questions. This political aspect of commit access is discussed more in <xref linkend=""electorate""/><phrase output=""printed""> in <xref linkend=""social-infrastructure""/></phrase>.",
ch03.xml:1733,Bug Tracker,
ch03.xml:1735,"Bug tracking is a broad topic; various aspects of it are discussed throughout this book. Here I'll try to concentrate mainly on setup and technical considerations, but to get to those, we have to start with a policy question: exactly what kind of information should be kept in a bug tracker?",
ch03.xml:1741,"The term <firstterm>bug tracker</firstterm> is misleading. Bug tracking systems are also frequently used to track new feature requests, one-time tasks, unsolicited patches&mdash;really anything that has distinct beginning and end states, with optional transition states in between, and that accrues information over its lifetime. For this reason, bug trackers are also called <firstterm>issue trackers</firstterm>, <firstterm>defect trackers</firstterm>, <firstterm>artifact trackers</firstterm>, <firstterm>request trackers</firstterm>, <firstterm>trouble ticket systems</firstterm>, etc. See <xref linkend=""bug-trackers""/> for a list of software.",
ch03.xml:1753,"In this book, I'll continue to use ""bug tracker"" for the software that does the tracking, because that's what most people call it, but will use <firstterm>issue</firstterm> to refer to a single item in the bug tracker's database. This allows us to distinguish between the behavior or misbehavior that the user encountered (that is, the bug itself), and the tracker's <emphasis>record</emphasis> of the bug's discovery, diagnosis, and eventual resolution. Keep in mind that although most issues are about actual bugs, issues can be used to track other kinds of tasks too.",
ch03.xml:1763,The classic issue life cycle looks like this:,
ch03.xml:1766,"Someone files the issue. They provide a summary, an initial description (including a reproduction recipe, if applicable; see <xref linkend=""users-to-volunteers""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase> for how to encourage good bug reports), and whatever other information the tracker asks for. The person who files the issue may be totally unknown to the project&mdash;bug reports and feature requests are as likely to come from the user community as from the developers.",
ch03.xml:1779,"Once filed, the issue is in what's called an <firstterm>open</firstterm> state. Because no action has been taken yet, some trackers also label it as <firstterm>unverified</firstterm> and/or <firstterm>unstarted</firstterm>. It is not assigned to anyone; or, in some systems, it is assigned to a fake user to represent the lack of real assignation. At this point, it is in a holding area: the issue has been recorded, but not yet integrated into the project's consciousness.",
ch03.xml:1790,"Others read the issue, add comments to it, and perhaps ask the original filer for clarification on some points.",
ch03.xml:1794,"The bug gets <firstterm>reproduced</firstterm>. This may be the most important moment in its life cycle. Although the bug is not actually fixed yet, the fact that someone besides the original filer was able to make it happen proves that it is genuine, and, no less importantly, confirms to the original filer that they've contributed to the project by reporting a real bug.",
ch03.xml:1802,"The bug gets <firstterm>diagnosed</firstterm>: its cause is identified, and if possible, the effort required to fix it is estimated. Make sure these things get recorded in the issue; if the person who diagnosed the bug suddenly has to step away from the project for a while (as can often happen with volunteer developers), someone else should be able to pick up where she left off.",
ch03.xml:1811,"In this stage, or sometimes the previous one, a developer may ""take ownership"" of the issue and <firstterm>assign</firstterm> it to herself (<xref linkend=""delegation-assignment""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase> examines the assignment process in more detail). The issue's <firstterm>priority</firstterm> may also be set at this stage. For example, if it is so severe that it should delay the next release, that fact needs to be identified early, and the tracker should have some way of noting it.",
ch03.xml:1824,"The issue gets scheduled for resolution. Scheduling doesn't necessarily mean naming a date by which it will be fixed. Sometimes it just means deciding which future release (not necessarily the next one) the bug should be fixed by, or deciding that it need not block any particular release. Scheduling may also be dispensed with, if the bug is quick to fix.",
ch03.xml:1832,"The bug gets fixed (or the task completed, or the patch applied, or whatever). The change or set of changes that fixed it should be recorded in a comment in the issue, after which the issue is <firstterm>closed</firstterm> and/or marked as <firstterm>resolved</firstterm>.",
ch03.xml:1843,"There are some common variations on this life cycle. Sometimes an issue is closed very soon after being filed, because it turns out not to be a bug at all, but rather a misunderstanding on the part of the user. As a project acquires more users, more and more such invalid issues will come in, and developers will close them with increasingly short-tempered responses. Try to guard against the latter tendency. It does no one any good, as the individual user in each case is not responsible for all the previous invalid issues; the statistical trend is visible only from the developers' point of view, not the user's. (In <xref linkend=""bug-filtering""/><phrase output=""printed""> later in this chapter,</phrase> we'll look at techniques for reducing the number of invalid issues.) Also, if different users are experiencing the same misunderstanding over and over, it might mean that that aspect of the software needs to be redesigned. This sort of pattern is easiest to notice when there is an issue manager monitoring the bug database; see <xref linkend=""issue-manager""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase>.",
ch03.xml:1863,"Another common life cycle variation is for the issue to be closed as a <firstterm>duplicate</firstterm> soon after Step 1. A duplicate is when someone files an issue that's already known to the project. Duplicates are not confined to open issues: it's possible for a bug to come back after having been fixed (this is known as a <firstterm>regression</firstterm>), in which case the preferred course is usually to reopen the original issue and close any new reports as duplicates of the original one. The bug tracking system should keep track of this relationship bidirectionally, so that reproduction information in the duplicates is available to the original issue, and vice versa.",
ch03.xml:1875,"A third variation is for the developers to close the issue, thinking they have fixed it, only to have the original reporter reject the fix and reopen it. This is usually because the developers simply don't have access to the environment necessary to reproduce the bug, or because they didn't test the fix using the exact same reproduction recipe as the reporter.",
ch03.xml:1882,"Aside from these variations, there may be other small details of the life cycle that vary depending on the tracking software. But the basic shape is the same, and while the life cycle itself is not specific to open source software, it has implications for how open source projects use their bug trackers.",
ch03.xml:1888,"As Step 1 implies, the tracker is as much a public face of the project as the mailing lists or web pages. Anyone may file an issue, anyone may look at an issue, and anyone may browse the list of currently open issues. It follows that you never know how many people are waiting to see progress on a given issue. While the size and skill of the development community constrains the rate at which issues can be resolved, the project should at least try to acknowledge each issue the moment it appears. Even if the issue lingers for a while, a response encourages the reporter to stay involved, because she feels that a human has registered what she has done (remember that filing an issue usually involves more effort than, say, posting an email). Furthermore, once an issue is seen by a developer, it enters the project's consciousness, in the sense that that developer can be on the lookout for other instances of the issue, can talk about it with other developers, etc.",
ch03.xml:1904,The need for timely reactions implies two things:,
ch03.xml:1908,"The tracker must be connected to a mailing list, such that every change to an issue, including its initial filing, causes a mail to go out describing what happened. This mailing list is usually different from the regular development list, since not all developers may want to receive automated bug mails, but (just as with commit mails) the Reply-to header should be set to the development mailing list.",
ch03.xml:1917,"The form for filing issues should capture the reporter's email address, so she can be contacted for more information. (However, it should not <emphasis>require</emphasis> the reporter's email address, as some people prefer to report issues anonymously. See <xref linkend=""anonymity""/><phrase output=""printed""> later in this chapter</phrase> for more on the importance of anonymity.)",
ch03.xml:1931,Interaction with Mailing Lists,
ch03.xml:1933,"Make sure the bug tracker doesn't turn into a discussion forum. Although it is important to maintain a human presence in the bug tracker, it is not fundamentally suited to real-time discussion. Think of it rather as an archiver, a way to organize facts and references to other discussions, primarily those that take place on mailing lists.",
ch03.xml:1940,"There are two reasons to make this distinction. First, the bug tracker is more cumbersome to use than the mailing lists (or than real-time chat forums, for that matter). This is not because bug trackers have bad user interface design, it's just that their interfaces were designed for capturing and presenting discrete states, not free-flowing discussions. Second, not everyone who should be involved in discussing a given issue is necessarily watching the bug tracker. Part of good issue management (see <xref linkend=""share-management""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase>) is to make sure each issue is brought to the right peoples' attention, rather than requiring every developer to monitor all issues. In <xref linkend=""bug-tracker-usage""/><phrase output=""printed""> in <xref linkend=""communications""/>,</phrase> we'll look at ways to make sure people don't accidentally siphon discussions out of appropriate forums and into the bug tracker.",
ch03.xml:1956,"Some bug trackers can monitor mailing lists and automatically log all emails that are about a known issue. Typically they do this by recognizing the issue's identifying number in the subject line of the mail, as part of a special string; developers learn to include these strings in their mails to attract the tracker's notice. The bug tracker may either save the entire email, or (even better) just record a link to the mail in the regular mailing list archive. Either way, this is a very useful feature; if your tracker has it, make sure both to turn it on and to remind people to take advantage of it.",
ch03.xml:1970,Pre-Filtering the Bug Tracker,
ch03.xml:1972,"Most issue databases eventually suffer from the same problem: a crushing load of duplicate or invalid issues filed by well-meaning but inexperienced or ill-informed users. The first step in combatting this trend is usually to put a prominent notice on the front page of the bug tracker, explaining how to tell if a bug is really a bug, how to search to see if it's already been filed, and finally, how to effectively report it if one still thinks it's a new bug.",
ch03.xml:1980,"This will reduce the noise level for a while, but as the number of users increases, the problem will eventually come back. No individual user can be blamed for it. Each one is just trying to contribute to the project's well-being, and even if their first bug report isn't helpful, you still want to encourage them to stay involved and file better issues in the future. In the meantime, though, the project needs to keep the issue database as free of junk as possible.",
ch03.xml:1989,"The two things that will do the most to prevent this problem are: making sure there are people watching the bug tracker who have enough knowledge to close issues as invalid or duplicates the moment they come in, and requiring (or strongly encouraging) users to confirm their bugs with other people before filing them in the tracker.",
ch03.xml:1995,"The first technique seems to be used universally. Even projects with huge issue databases (say, the Debian bug tracker at <ulink url=""http://bugs.debian.org/""></ulink>, which contained 315,929 issues as of this writing) still arrange things so that <emphasis>someone</emphasis> sees each issue that comes in. It may be a different person depending on the category of the issue. For example, the Debian project is a collection of software packages, so Debian automatically routes each issue to the appropriate package maintainers. Of course, users can sometimes misidentify an issue's category, with the result that the issue is sent to the wrong person initially, who may then have to reroute it. However, the important thing is that the burden is still shared&mdash;whether the user guesses right or wrong when filing, issue watching is still distributed more or less evenly among the developers, so each issue is able to receive a timely response.",
ch03.xml:2011,"The second technique is less widespread, probably because it's harder to automate. The essential idea is that every new issue gets ""buddied"" into the database. When a user thinks he's found a problem, he is asked to describe it on one of the mailing lists, or in an IRC channel, and get confirmation from someone that it is indeed a bug. Bringing in that second pair of eyes early can prevent a lot of spurious reports. Sometimes the second party is able to identify that the behavior is not a bug, or is fixed in recent releases. Or she may be familiar with the symptoms from a previous issue, and can prevent a duplicate filing by pointing the user to the older issue. Often it's enough just to ask the user ""Did you search the bug tracker to see if it's already been reported?"" Many people simply don't think of that, yet are happy to do the search once they know someone's <emphasis>expecting</emphasis> them to.",
ch03.xml:2026,"The buddy system can really keep the issue database clean, but it has some disadvantages too. Many people will file solo anyway, either through not seeing, or through disregarding, the instructions to find a buddy for new issues. Thus it is still necessary for volunteers to watch the issue database. Furthermore, because most new reporters don't understand how difficult the task of maintaining the issue database is, it's not fair to chide them too harshly for ignoring the guidelines. Thus the volunteers must be vigilant, and yet exercise restraint in how they bounce unbuddied issues back to their reporters. The goal is to train each reporter to use the buddying system in the future, so that there is an ever-growing pool of people who understand the issue-filtering system. On seeing an unbuddied issue, the ideal steps are:",
ch03.xml:2042,"Immediately respond to the issue, politely thanking the user for filing, but pointing them to the buddying guidelines (which should, of course, be prominently posted on the web site).",
ch03.xml:2048,"If the issue is clearly valid and not a duplicate, approve it anyway, and start it down the normal life cycle. After all, the reporter's now been informed about buddying, so there's no point wasting the work done so far by closing a valid issue.",
ch03.xml:2055,"Otherwise, if the issue is not clearly valid, close it, but ask the reporter to reopen it if they get confirmation from a buddy. When they do, they should put a reference to the confirmation thread (e.g., a URL into the mailing list archives).",
ch03.xml:2063,"Remember that although this system will improve the signal/noise ratio in the issue database over time, it will never completely stop the misfilings. The only way to prevent misfilings entirely is to close off the bug tracker to everyone but developers&mdash;a cure that is almost always worse than the disease. It's better to accept that cleaning out invalid issues will always be part of the project's routine maintenance, and to try to get as many people as possible to help.",
ch03.xml:2072,"See also <xref linkend=""issue-manager""/><phrase output=""printed""> in <xref linkend=""managing-volunteers""/></phrase>.",
ch03.xml:2082,IRC / Real-Time Chat Systems,
ch03.xml:2084,"Many projects offer real-time chat rooms using <firstterm>Internet Relay Chat</firstterm> (<firstterm>IRC</firstterm>), forums where users and developers can ask each other questions and get instant responses. While you <emphasis>can</emphasis> run an IRC server from your own web site, it is generally not worth the hassle. Instead, do what everyone else does: run your IRC channels at Freenode (<ulink url=""http://freenode.net/""></ulink>). Freenode gives you the control you need to administer your project's IRC channels,<footnote><para>There is no requirement or expectation that you donate to Freenode, but if you or your project can afford it, please consider a contribution. They are a tax-exempt charity in the U.S., and they perform a valuable service.</para></footnote> while sparing you the not-insignificant trouble of maintaining an IRC server yourself.",
ch03.xml:2099,"The first thing to do is choose a channel name. The most obvious choice is the name of your project&mdash;if that's available at Freenode, then use it. If not, try to choose something as close to your project's name, and as easy to remember, as possible. Advertise the channel's availabity from your project's web site, so a visitor with a quick question will see it right away. For example, this appears in a prominently placed box at the top of Subversion's home page:",
ch03.xml:2106,"<blockquote> <para><emphasis>If you're using Subversion, we recommend that you join the</emphasis> <literal>users@subversion.tigris.org</literal> <emphasis>mailing list, and read the <ulink url=""http://svnbook.red-bean.com/"">Subversion Book</ulink> and <ulink url=""http://subversion.tigris.org/faq.html"">FAQ</ulink>. You can also ask questions on IRC at</emphasis> <literal>irc.freenode.net</literal> <emphasis>channel</emphasis>&nbsp;<literal>#svn</literal>.</para> </blockquote> <para>Some projects have multiple channels, one per subtopic. For example, one channel for installation problems, another for usage questions, another for development chat, etc. (<xref linkend=""growth""/><phrase output=""printed""> in <xref linkend=""communications""/></phrase> discusses and how to divide into multiple channels). When your project is young, there should only be one channel, with everyone talking together. Later, as the user-to-developer ratio increases, separate channels may become necessary.</para> <para>How will people know all the available channels, let alone which channel to talk in? And when they talk, how will they know what the local conventions are?</para> <para>The answer is to tell them by setting the <firstterm>channel topic</firstterm>.<footnote><para>To set a channel topic, use the <literal>/topic</literal> command. All commands in IRC start with ""<literal>/</literal>"". See <ulink url=""http://www.irchelp.org/""></ulink> if you're not familiar with IRC usage and administration; in particular, <ulink url=""http://www.irchelp.org/irchelp/irctutorial.html""></ulink> is an excellent tutorial.</para></footnote> The channel topic is a brief message each user sees when they first enter the channel. It gives quick guidance to newcomers, and pointers to further information. For example:</para> <screen>
You are now talking on #svn

Topic for #svn is Forum for Subversion user questions, see also
http://subversion.tigris.org/. || Development discussion happens in
#svn-dev. || Please don't paste long transcripts here, instead use
a pastebin site like http://pastebin.ca/. || NEWS: Subversion 1.1.0
is released, see http://svn110.notlong.com/ for details.
</screen> <para>That's terse, but it tells newcomers what they need to know. It says exactly what the channel is for, gives the project home page (in case someone wanders into the channel without having first been to the project web site), mentions a related channel, and gives some guidance about pasting.</para> <sidebar id=""paste-sites""> <title>Paste Sites</title> <para>An IRC channel is a shared space: everyone can see what everyone else is saying. Normally, this is a good thing, as it allows people to jump into a conversation when they think they have something to contribute, and allows spectators to learn by watching. But it becomes problematic when someone has to provide a large quantity of information at once, such as a debugging session transcript, because pasting too many lines of output into the channel will disrupt other conversations.</para> <para>The solution is to use one of the <firstterm>pastebin</firstterm> or <firstterm>pastebot</firstterm> sites. When requesting a large amount of data from someone, ask them not to paste it into the channel, but instead to go to (for example) <ulink url=""http://pastebin.ca/""></ulink>, paste their data into the form there, and tell the resulting new URL to the IRC channel. Anyone can then visit the URL and view the data.</para> <para>There are a number of free paste sites available now, too many for a comprehensive list, but here are some of the ones I've seen used: <ulink url=""http://www.nomorepasting.com/""></ulink>, <ulink url=""http://pastebin.ca/""></ulink>, <ulink url=""http://nopaste.php.cd/""></ulink> <ulink url=""http://rafb.net/paste/""></ulink> <ulink url=""http://sourcepost.sytes.net/""></ulink>, <ulink url=""http://extraball.sunsite.dk/notepad.php""></ulink>, and <ulink url=""http://www.pastebin.com/""></ulink>.</para> </sidebar>",
ch03.xml:2187,Bots,
ch03.xml:2189,"Many technically-oriented IRC channels have a non-human member, a so-called <firstterm>bot</firstterm>, that is capable of storing and regurgitating information in response to specific commands. Typically, the bot is addressed just like any other member of the channel, that is, the commands are delivered by ""speaking to"" the bot. For example:",
ch03.xml:2196,"&lt;kfogel&gt; ayita: learn diff-cmd = http://subversion.tigris.org/faq.html#diff-cmd
&lt;ayita&gt;  Thanks!",
ch03.xml:2198,"That told the bot (who is logged into the channel as ayita) to remember a certain URL as the answer to the query ""diff-cmd"". Now we can address ayita, asking the bot to tell another user about diff-cmd:",
ch03.xml:2203,"&lt;kfogel&gt; ayita: tell jrandom about diff-cmd
&lt;ayita&gt;  jrandom: http://subversion.tigris.org/faq.html#diff-cmd",
ch03.xml:2205,The same thing can be accomplished via a convenient shorthand:,
ch03.xml:2207,"&lt;kfogel&gt; !a jrandom diff-cmd
&lt;ayita&gt;  jrandom: http://subversion.tigris.org/faq.html#diff-cmd",
ch03.xml:2209,"The exact command set and behaviors differ from bot to bot. The above example is with <literal>ayita</literal> (<ulink url=""http://hix.nu/svn-public/alexis/trunk/""></ulink>), of which there is usually an instance running in <literal>#svn</literal> at freenode. Other bots include Dancer (<ulink url=""http://dancer.sourceforge.net/""></ulink>) and Supybot (<ulink url=""http://supybot.com/""></ulink>). Note that no special server privileges are required to run a bot. A bot is a client program; anyone can set one up and direct it to listen to a particular server/channel.",
ch03.xml:2220,"If your channel tends to get the same questions over and over, I highly recommend setting up a bot. Only a small percentage of channel users will acquire the expertise needed to manipulate the bot, but those users will answer a disproportionately high percentage of questions, because the bot enables them to respond so much more efficiently.",
ch03.xml:2230,Archiving IRC,
ch03.xml:2232,"Although it is possible to archive everything that happens in an IRC channel, it's not necessarily expected. IRC conversations may be nominally public, but many people think of them as informal, semi-private conversations. Users may be careless with grammar, and often express opinions (for example, about other software or other programmers) that they wouldn't want preserved forever in an online archive.",
ch03.xml:2240,"Of course, there will sometimes be <emphasis>excerpts</emphasis> that should be preserved, and that's fine. Most IRC clients can log a conversation to a file at the user's request, or failing that, one can always just cut and paste the conversation from IRC into a more permanent forum (most often the bug tracker). But indiscriminate logging may make some users uneasy. If you do archive everything, make sure you state so clearly in the channel topic, and give a URL to the archive.",
ch03.xml:2255,RSS Feeds,
ch03.xml:2257,"<firstterm>RSS</firstterm> (Really Simple Syndication) is a mechanism for distributing meta-data-rich news summaries to ""subscribers"", that is, people who have indicated an interest in receiving those summaries. A given RSS source is usually called a <firstterm>feed</firstterm>, and the user's subscription interface is called a <firstterm>feed reader</firstterm> or <firstterm>feed aggregator</firstterm>. <ulink url=""http://www.rssbandit.org/"">RSS Bandit</ulink> and the eponymous <ulink url=""http://www.feedreader.com/"">Feedreader</ulink> are two open source RSS readers, for example.",
ch03.xml:2268,"There is not space here for a detailed technical explanation of RSS<footnote><para>See <ulink url=""http://www.xml.com/pub/a/2002/12/18/dive-into-xml.html""></ulink> for that.</para></footnote>, but you should be aware of two main things. First, the feed reading software is chosen by the subscriber and is <emphasis>the same</emphasis> for all the feeds that subscriber monitors&nbsp;&mdash;&nbsp;in fact, this is the major selling point of RSS: that the subscriber chooses one interface to use for all their feeds, so each feed can concentrate just on delivering content. Second, RSS is now ubiquitous, so much so that most people who use it don't even know they're using it. To the world at large, RSS looks like a little button on a web page, with a label saying ""Subscribe to this site"" or ""News feed"". You click on the button, and from then on, your feed reader (which may well be an applet embedded in your home page) automatically updates whenever there's news from the site.",
ch03.xml:2285,"This means that your open source project should probably offer an RSS feed (note that many of the canned hosting sites&nbsp;&mdash;&nbsp;see <xref linkend=""canned-hosting""/>&nbsp;&mdash;&nbsp;offer it right out of the box). Be careful not to post so many news items each day that subscribers can't separate the wheat from the chaff. If there are too many news events, people will just ignore the feed, or even unsubscribe in exasperation. Ideally, a project would offer separate feeds, one for big announcements, another following (say) events in the issue tracker, another for each mailing list, etc. In practice, this is hard to do well: it can result in interface confusion both for visitors to the project's web site and for the administrators. But at a minimum, the project should offer one RSS feed on the front page, for sending out major announcements such as releases and security alerts.",
ch03.xml:2299,"Credit where credit is due: this section wasn't in the first published edition of the book, but Brian Aker's blog entry <ulink url=""http://krow.livejournal.com/564980.html"">""Release Criteria, Open Source, Thoughts On...""</ulink> reminded me of the usefulness of RSS feeds for open source projects.",
ch03.xml:2310,Wikis,
ch03.xml:2312,"A <firstterm>wiki</firstterm> is a web site that allows any visitor to edit or extend its content; the term ""wiki"" (from a Hawaiian word meaning ""quick"" or ""super-fast"") is also used to refer to the software that enables such editing. Wikis were invented in 1995, but their popularity has really started to take off since 2000 or 2001, boosted partly by the success of Wikipedia (<ulink url=""http://www.wikipedia.org/""></ulink>), a wiki-based free-content encyclopedia. Think of a wiki as falling somewhere between IRC and web pages: wikis don't happen in realtime, so people get a chance to ponder and polish their contributions, but they are also very easy to add to, involving less interface overhead than editing a regular web page.",
ch03.xml:2324,"Wikis are not yet standard equipment for open source projects, but they probably will be soon. As they are relatively new technology, and people are still experimenting with different ways of using them, I will just offer a few words of caution here&mdash;at this stage, it's easier to analyze misuses of wikis than to analyze their successes.",
ch03.xml:2331,"If you decide to run a wiki, put a lot of effort into having a clear page organization and pleasing visual layout, so that visitors (i.e., potential editors) will instinctively know how to fit in their contributions. Equally important, post those standards on the wiki itself, so people have somewhere to go for guidance. Too often, wiki administrators fall victim to the fantasy that because hordes of visitors are individually adding high quality content to the site, the sum of all these contributions must therefore also be of high quality. That's not how web sites work. Each individual page or paragraph may be good when considered by itself, but it will not be good if embedded in a disorganized or confusing whole. Too often, wikis suffer from:",
ch03.xml:2346,"<emphasis role=""bold"">Lack of navigational principles.</emphasis> A well-organized web site makes visitors feel like they know where they are at any time. For example, if the pages are well-designed, people can intuitively tell the difference between a ""table of contents"" region and a ""content"" region. Contributors to a wiki will respect such differences too, but only if the differences are present to begin with.",
ch03.xml:2355,"<emphasis role=""bold"">Duplication of information.</emphasis> Wikis frequently end up with different pages saying similar things, because the individual contributors did not notice the duplications. This can be partly a consequence of the lack of navigational principles noted above, in that people may not find the duplicate content if it is not where they expect it to be.",
ch03.xml:2364,"<emphasis role=""bold"">Inconsistent target audience.</emphasis> To some degree this problem is inevitable when there are so many authors, but it can be lessened if there are written guidelines about how to create new content. It also helps to aggressively edit new contributions at the beginning, as an example, so that the standards start to sink in.",
ch03.xml:2373,"The common solution to all these problems is the same: have editorial standards, and demonstrate them not only by posting them, but by editing pages to adhere to them. In general, wikis will amplify any failings in their original material, since contributors imitate whatever patterns they see in front of them. Don't just set up the wiki and hope everything falls into place. You must also prime it with well-written content, so people have a template to follow.",
ch03.xml:2382,"The shining example of a well-run wiki is Wikipedia, though this may be partly because the content (encyclopedia entries) is naturally well-suited to the wiki format. But if you examine Wikipedia closely, you'll see that its administrators laid a <emphasis>very</emphasis> thorough foundation for cooperation. There is extensive documentation on how to write new entries, how to maintain an appropriate point of view, what sorts of edits to make, what edits to avoid, a dispute resolution process for contested edits (involving several stages, including eventual arbitration), and so forth. They also have authorization controls, so that if a page is the target of repeated inappropriate edits, they can lock it down until the problem is resolved. In other words, they didn't just throw some templates onto a web site and hope for the best. Wikipedia works because its founders thought carefully about how to get thousands of strangers to tailor their writing to a common vision. While you may not need the same level of preparedness to run a wiki for a free software project, the spirit is worth emulating.",
ch03.xml:2401,"For more information about wikis, see <ulink url=""http://en.wikipedia.org/wiki/Wiki""></ulink>. Also, the first wiki remains alive and well, and contains a lot of discussion about running wikis: see <ulink url=""http://www.c2.com/cgi/wiki?WelcomeVisitors""></ulink>, <ulink url=""http://www.c2.com/cgi/wiki?WhyWikiWorks""></ulink>, and <ulink url=""http://www.c2.com/cgi/wiki?WhyWikiWorksNot""></ulink> for various points of view.",
ch03.xml:2413,Web Site,
ch03.xml:2415,"There is not much to say about setting up the project web site from a technical point of view: setting up a web server and writing web pages are fairly simple tasks, and most of the important things to say about layout and arrangement were covered in the previous chapter. The web site's main function is to present a clear and welcoming overview of the project, and to bind together the other tools (the version control system, bug tracker, etc.). If you don't have the expertise to set up a web server yourself, it's usually not hard to find someone who does and is willing to help out. Nonetheless, to save time and effort, people often prefer to use one of the canned hosting sites.",
ch03.xml:2428,Canned Hosting,
ch03.xml:2430,"There are two main advantages to using a canned site. The first is server capacity and bandwidth: their servers are beefy boxes sitting on really fat pipes. No matter how successful your project gets, you're not going to run out of disk space or swamp the network connection. The second advantage is simplicity. They have already chosen a bug tracker, a version control system, a mailing list manager, an archiver, and everything else you need to run a site. They've configured the tools, and are taking care of backups for all the data stored in the tools. You don't need to make many decisions. All you have to do is fill in a form, press a button, and suddenly you've got a project web site.",
ch03.xml:2442,"These are pretty significant benefits. The disadvantage, of course, is that you must accept <emphasis>their</emphasis> choices and configurations, even if something different would be better for your project. Usually canned sites are adjustable within certain narrow parameters, but you will never get the fine-grained control you would have if you set up the site yourself and had full administrative access to the server.",
ch03.xml:2450,"A perfect example of this is the handling of generated files. Certain project web pages may be generated files&mdash;for example, there are systems for keeping FAQ data in an easy-to-edit master format, from which HTML, PDF, and other presentation formats can be generated. As explained in <xref linkend=""version-everything""/><phrase output=""printed""> earlier in this chapter</phrase>, you wouldn't want to version the generated formats, only the master file. But when your web site is hosted on someone else's server, it may be impossible to set up a custom hook to regenerate the online HTML version of the FAQ whenever the master file is changed. The only workaround is to version the generated formats too, so that they show up on the web site.",
